Time Interval (Minutes):,5,-,-,-,-,Units:,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Watts,-,Watts,-,m/s,-,C,-,C,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Date this file was created: 2018-6-7
Year//Month,2018//01,-,-,-,-,Column Notes:,AdjustedColumn,-,AdjustedColumn,-,AdjustedColumn,-,CalculatedColumn,-,AdjustedColumn,-,AdjustedColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,-
-,-,-,-,-,-,-,After_Adjustments,-,-,-,-,-,-,-,After_Adjustments,-,After_Adjustments,-,-,-,-,-,-,-,-,-,-,-,Before_Adjustments,-,-,-,-,-,Before_Adjustments,-,Before_Adjustments,-,-
YYYY//MM//DD,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Average daily value,Maximum daily value,Minimum daily value,Maximum daily value,Minimum daily value,Maximum daily value,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Assorted Daily Values (Rows 12 - 42)
2018//7//19,200,04::52:07,19::41:37,12::17:08,11.208,19.576,8.28,5.,8.563,3.177,-,-,6.916,10.,9.89,10.,1.363,30.007,-,-,72.444,2.704,0.8825416666666668,2.98,13.83,34.78,-,-,-0.011300000000000001,0.012400000000000001,0.,0.,-,-,0.,0.,-0.0234,0.0375,-
2018//7//20,201,04::53:01,19::40:50,12::17:11,11.178,19.535,7.206,5.,7.453,3.177,-,-,4.354,10.,5.9110000000000005,10.001,2.852,30.001,-,-,64.378,2.736,0.7287986111111111,3.08,11.72,31.28,-,-,-0.0161,0.0164,0.,0.,-,-,0.,0.,-0.0284,0.0425,-
2018//7//21,202,04::53:55,19::40:01,12::17:14,11.146,19.494,7.686,5.,7.981,3.177,-,-,5.131,10.001,7.168,10.,2.555,29.999000000000002,-,-,66.81700000000001,2.725,0.6088541666666668,3.0100000000000002,11.06,31.61,-,-,-0.0216,0.0164,0.,0.,-,-,0.,0.,-0.049600000000000005,0.0562,-
2018//7//22,203,04::54:50,19::39:10,12::17:16,11.114,19.453,7.268,5.,7.5840000000000005,3.177,-,-,4.6370000000000005,10.001,6.388,10.,2.63,30.004,-,-,65.065,2.724,0.5620277777777777,2.77,11.14,34.78,-,-,-0.037000000000000005,0.046400000000000004,0.,0.,-,-,0.,0.,-0.062200000000000005,0.075,-
2018//7//23,204,04::55:46,19::38:16,12::17:18,11.081,19.413,6.157,5.,6.382000000000001,3.177,-,-,2.354,10.001,3.16,9.999,3.803,30.,-,-,53.533,2.91,0.6027708333333334,2.91,16.23,35.94,-,-,-0.006900000000000001,0.0092,0.,0.,-,-,0.,0.,-0.0213,0.0415,-
2018//7//24,205,04::56:42,19::37:21,12::17:19,11.047,19.372,6.755,5.,7.07,3.177,-,-,3.422,10.,4.5280000000000005,10.001,3.333,29.997,24.026,4.929,59.943,2.736,0.6289166666666668,2.91,18.490000000000002,37.06,-,-,-0.0071,0.0112,0.,0.,-,-,0.,0.,-0.0162,0.0322,-
2018//7//25,206,04::57:40,19::36:24,12::17:20,11.013,19.332,6.938,5.,7.277,3.177,-,-,4.171,9.999,5.628,10.,2.767,30.003,25.057000000000002,4.6930000000000005,62.402,2.705,0.6338958333333334,2.8000000000000003,17.96,36.5,-,-,-0.0041,0.0083,0.,0.,-,-,0.,0.,-0.0119,0.0342,-
2018//7//26,207,04::58:38,19::35:26,12::17:20,10.977,19.291,7.192,5.,7.543,3.177,-,-,4.591,10.,6.43,10.,2.601,30.003,25.797,4.628,61.695,2.7880000000000003,0.5487638888888889,3.04,16.55,37.17,-,-,-0.0005,0.0025,0.,0.,-,-,0.,0.,-0.0046,0.021,-
2018//7//27,208,04::59:36,19::34:25,12::17:19,10.94,19.251,7.42,5.,7.875,3.177,-,-,5.3180000000000005,9.999,6.987,10.,2.102,30.005,27.44,4.333,67.203,2.722,0.5985694444444446,3.0300000000000002,15.67,36.28,-,-,-0.0055000000000000005,0.0097,0.,0.,-,-,0.,0.,-0.0109,0.028900000000000002,-
2018//7//28,209,05::00:35,19::33:24,12::17:18,10.903,19.211000000000002,7.244,5.,7.66,3.177,-,-,4.82,10.,6.559,10.,2.424,29.996000000000002,26.653000000000002,4.29,64.636,2.664,0.5288472222222222,3.14,14.27,35.39,-,-,-0.021,0.029900000000000003,0.,0.,-,-,0.,0.,-0.043500000000000004,0.0618,-
2018//7//29,210,05::01:34,19::32:21,12::17:16,10.865,19.172,6.4510000000000005,5.,6.785,3.177,-,-,3.219,10.001,4.241,10.,3.231,30.001,22.259,5.2170000000000005,58.016,2.773,0.48465972222222226,2.67,14.620000000000001,35.33,-,-,-0.018500000000000003,0.0188,0.,0.,-,-,0.,0.,-0.0413,0.0568,-
2018//7//30,211,05::02:34,19::31:16,12::17:13,10.825000000000001,19.132,6.306,5.,6.587,3.177,-,-,2.857,9.999,3.876,10.,3.4490000000000003,29.998,21.437,5.394,54.053000000000004,2.895,0.5378472222222224,2.9,15.48,34.44,-,-,-0.0188,0.0195,0.,0.,-,-,0.,0.,-0.0449,0.0606,-
2018//7//31,212,05::03:34,19::30:09,12::17:10,10.785,19.092,5.708,5.,5.875,3.177,-,-,2.246,9.999,3.3850000000000002,9.999,3.462,29.999000000000002,18.634,6.495,51.285000000000004,3.036,0.4859305555555557,2.85,15.55,32.89,-,-,-0.019,0.0178,0.,0.,-,-,0.,0.,-0.0402,0.051000000000000004,-
2018//8//1,213,05::04:34,19::29:01,12::17:07,10.696,18.967,6.486,5.,-,-,6.793,3.369,3.165,10.,4.4350000000000005,10.,3.321,29.999000000000002,22.246000000000002,5.206,55.989000000000004,2.795,0.4904027777777778,3.11,-,-,13.91,33.17,-0.0132,0.016800000000000002,-,-,0.,0.,0.,0.,-0.0234,0.0391,-
2018//8//2,214,05::05:35,19::27:51,12::17:02,10.654,18.928,7.6290000000000004,5.,-,-,8.116,3.369,5.849,10.,8.392,9.999,1.78,30.004,28.661,4.04,66.436,2.701,0.7063541666666667,3.0300000000000002,-,-,13.290000000000001,32.06,-0.0193,0.0234,-,-,0.,0.,0.,0.,-0.0318,0.044700000000000004,-
2018//8//3,215,05::06:36,19::26:39,12::16:57,10.612,18.889,7.808,5.,-,-,8.291,3.369,6.505,10.001,9.678,10.001,1.303,29.998,29.689,3.9170000000000003,70.753,2.6590000000000003,0.7496875000000002,3.2,-,-,11.24,29.78,-0.022600000000000002,0.0239,-,-,0.,0.,0.,0.,-0.036500000000000005,0.0509,-
2018//8//4,216,05::07:37,19::25:26,12::16:52,10.569,18.85,6.912,5.,-,-,7.416,3.369,4.525,10.,5.986,10.,2.387,30.,25.588,4.564,62.675000000000004,2.774,0.6216249999999999,3.3000000000000003,-,-,11.41,30.28,-0.0351,0.026600000000000002,-,-,0.,0.,0.,0.,-0.0606,0.057800000000000004,-
2018//8//5,217,05::08:38,19::24:13,12::16:46,10.525,18.789,6.619,5.,-,-,7.054,3.369,3.942,9.999,5.259,10.001,2.678,29.999000000000002,24.194,4.712,62.855000000000004,2.692,0.6387777777777777,2.89,-,-,12.67,30.830000000000002,-0.024900000000000002,0.017400000000000002,-,-,0.,0.,0.,0.,-0.0403,0.0436,-
2018//8//6,218,05::09:40,19::22:57,12::16:39,10.48,18.751,5.763,5.,-,-,6.021,3.369,2.177,10.,2.9370000000000003,9.999,3.586,29.997,18.96,6.047,50.157000000000004,2.9130000000000003,0.49575694444444446,2.7,-,-,13.96,30.89,-0.0183,0.0171,-,-,0.,0.,0.,0.,-0.031200000000000002,0.0419,-
2018//8//7,219,05::10:42,19::21:39,12::16:32,10.435,18.713,5.814,5.,-,-,6.121,3.369,2.436,10.,3.267,10.,3.378,30.003,19.282,5.921,51.428000000000004,2.8970000000000002,0.42475000000000007,3.09,-,-,14.38,33.56,-0.0148,0.015600000000000001,-,-,0.,0.,0.,0.,-0.0268,0.0407,-
2018//8//8,220,05::11:44,19::20:21,12::16:24,10.389,18.652,6.291,5.,-,-,6.719,3.369,3.34,10.,4.548,10.,2.951,29.995,21.916,5.083,56.874,2.7800000000000002,0.5305486111111111,2.86,-,-,15.89,35.78,-0.019100000000000002,0.023,-,-,0.,0.,0.,0.,-0.034,0.048100000000000004,-
2018//8//9,221,05::12:47,19::19:02,12::16:15,10.342,18.614,5.563,5.,-,-,5.882000000000001,3.369,2.162,10.,2.836,9.999,3.4010000000000002,29.996000000000002,17.75,6.22,49.096000000000004,2.9130000000000003,0.4818680555555556,2.65,-,-,17.23,35.89,-0.0164,0.0176,-,-,0.,0.,0.,0.,-0.033600000000000005,0.0497,-
2018//8//10,222,05::13:49,19::17:41,12::16:06,10.294,18.576,6.373,5.,-,-,6.853,3.369,3.379,9.999,4.582,10.001,2.995,29.995,22.325,5.019,55.708,2.809,0.8015833333333333,3.2800000000000002,-,-,16.66,36.22,-0.0239,0.026000000000000002,-,-,0.,0.,0.,0.,-0.0408,0.049300000000000004,-
2018//8//11,223,05::14:52,19::16:19,12::15:57,10.245000000000001,18.516000000000002,6.613,5.,-,-,7.1160000000000005,3.369,4.1930000000000005,9.999,5.763,10.,2.4210000000000003,29.994,24.034,4.7780000000000005,60.484,2.761,0.8045833333333333,3.18,-,-,13.09,28.39,-0.0165,0.014,-,-,0.,0.,0.,0.,-0.0398,0.05,-
2018//8//12,224,05::15:54,19::14:56,12::15:46,10.196,18.479,6.647,5.,-,-,7.103,3.373,4.144,10.001,6.159,10.001,2.503,29.995,23.719,4.813,58.889,2.774,0.5560138888888889,2.77,-,-,10.98,30.830000000000002,-0.0407,0.0273,-,-,0.,0.,0.,0.,-0.07540000000000001,0.06520000000000001,-
2018//8//13,225,05::16:57,19::13:30,12::15:36,10.146,18.441,5.916,5.,-,-,6.277,3.369,2.938,9.998,4.253,9.999,2.978,30.004,19.536,5.694,50.738,2.8810000000000002,0.42251388888888897,2.5100000000000002,-,-,12.67,32.72,-0.0261,0.023200000000000002,-,-,0.,0.,0.,0.,-0.048600000000000004,0.0526,-
2018//8//14,226,05::18:00,19::12:05,12::15:24,10.096,18.382,5.7250000000000005,5.,-,-,6.109,3.369,2.691,9.999,3.686,9.999,3.0340000000000003,30.002,18.993000000000002,5.719,50.994,2.832,0.5082222222222224,2.83,-,-,14.370000000000001,33.89,-0.0414,0.032100000000000004,-,-,0.,0.,0.,0.,-0.06470000000000001,0.0611,-
2018//8//15,227,05::19:03,19::10:38,12::15:13,10.044,18.344,4.306,5.001,-,-,4.511,3.369,1.151,10.002,1.494,10.002,3.1550000000000002,30.002,12.136000000000001,8.398,36.88,3.275,0.34926388888888893,2.87,-,-,15.42,32.5,-0.020800000000000003,0.0162,-,-,0.,0.,0.,0.,-0.0391,0.048400000000000006,-
2018//8//16,228,05::20:06,19::09:11,12::15:00,9.992,18.285,5.538,5.,-,-,5.921,3.369,2.465,10.001,3.261,10.001,3.073,29.996000000000002,18.34,5.976,51.547000000000004,2.879,0.5821875,2.88,-,-,15.07,32.,-0.0268,0.019700000000000002,-,-,0.,0.,0.,0.,-0.0492,0.050100000000000006,-
2018//8//17,229,05::21:10,19::07:41,12::14:47,9.939,18.248,5.8660000000000005,5.,-,-,6.2700000000000005,3.369,2.517,10.001,3.498,10.001,3.349,29.996000000000002,19.978,5.51,53.092,2.811,0.46239583333333334,2.75,-,-,12.48,31.28,-0.0307,0.0291,-,-,0.,0.,0.,0.,-0.0505,0.0539,-
2018//8//18,230,05::22:13,19::06:12,12::14:34,9.886000000000001,18.188,6.684,5.,-,-,7.291,3.38,4.38,10.001,6.415,10.001,2.3040000000000003,30.,24.44,4.585,60.516,2.753,0.48077083333333337,2.87,-,-,10.42,33.56,-0.0273,0.0303,-,-,0.,0.,0.,0.,-0.0413,0.051800000000000006,-
2018//8//19,231,05::23:16,19::04:40,12::14:20,9.832,18.151,6.861,5.,-,-,7.518,3.379,4.957,10.001,7.5680000000000005,10.,1.9040000000000001,30.002,25.309,4.311,60.033,2.6670000000000003,0.6075972222222222,2.89,-,-,11.72,32.06,-0.0262,0.0247,-,-,0.,0.,0.,0.,-0.0443,0.0529,-
2018//8//20,232,05::24:19,19::03:09,12::14:06,9.777000000000001,18.092,6.923,5.,-,-,7.621,3.39,5.165,10.,7.987,9.999,1.758,29.995,25.765,4.361,62.404,2.711,0.530986111111111,2.85,-,-,11.42,33.56,-0.032600000000000004,0.0455,-,-,0.,0.,0.,0.,-0.057600000000000005,0.0813,-
2018//8//21,233,05::25:23,19::01:35,12::13:51,9.721,18.055,4.606,5.,-,-,4.837,3.369,1.193,9.997,1.588,10.001,3.4130000000000003,30.002,13.441,7.8020000000000005,39.798,3.106,0.3615902777777778,2.63,-,-,13.540000000000001,31.39,-0.0234,0.0217,-,-,0.,0.,0.,0.,-0.041600000000000005,0.0476,-
2018//8//22,234,05::26:26,19::00:03,12::13:36,9.665000000000001,17.997,5.031,5.,-,-,5.357,3.369,1.59,9.999,2.209,9.999,3.4410000000000003,30.004,15.653,6.814,43.054,3.015,0.2937152777777778,2.16,-,-,13.72,32.,-0.0216,0.0211,-,-,0.,0.,0.,0.,-0.041,0.0505,-
2018//8//23,235,05::27:29,18::58:27,12::13:20,9.608,17.96,5.354,5.,-,-,5.757000000000001,3.369,2.104,9.998,2.906,10.,3.25,30.002,17.888,6.017,49.239000000000004,2.88,0.5916666666666667,2.86,-,-,13.38,30.17,-0.024300000000000002,0.024900000000000002,-,-,0.,0.,0.,0.,-0.0534,0.0659,-
2018//8//24,236,05::28:32,18::56:52,12::13:04,9.551,17.900000000000002,6.19,5.,-,-,6.805,3.369,3.777,10.001,5.392,10.001,2.412,30.006,23.313,4.722,57.761,2.859,0.672875,3.08,-,-,9.49,25.,-0.0285,0.0205,-,-,0.,0.,0.,0.,-0.0567,0.0555,-
2018//8//25,237,05::29:35,18::55:16,12::12:47,9.493,17.84,6.66,5.,-,-,7.322,3.379,4.68,10.,7.631,9.999,1.981,29.993000000000002,24.995,4.4110000000000005,60.921,2.6310000000000002,0.5977291666666666,2.97,-,-,8.61,27.94,-0.0181,0.021,-,-,0.,0.,0.,0.,-0.0324,0.047900000000000005,-
2018//8//26,238,05::30:38,18::53:39,12::12:30,9.434000000000001,17.784,6.421,5.,-,-,7.0920000000000005,3.369,4.572,10.001,7.4030000000000005,10.,1.849,29.998,24.432000000000002,4.392,59.692,2.622,0.8165277777777779,3.25,-,-,8.61,25.5,-0.0135,0.018600000000000002,-,-,0.,0.,0.,0.,-0.0227,0.0381,-
2018//8//27,239,05::31:40,18::52:02,12::12:13,9.375,17.725,6.077,5.,-,-,6.763,3.369,4.691,9.999,7.001,10.,1.3860000000000001,29.998,23.004,4.636,53.672000000000004,2.848,0.6010000000000001,2.71,-,-,12.42,27.39,-0.0257,0.0263,-,-,0.,0.,0.,0.,-0.0492,0.0641,-
2018//8//28,240,05::32:43,18::50:23,12::11:55,9.316,17.689,6.853,5.,-,-,7.703,3.369,5.946,9.999,9.812,10.,0.908,29.984,26.342000000000002,4.173,61.036,2.623,0.5280347222222223,2.65,-,-,9.78,32.28,-0.0257,0.0235,-,-,0.,0.,0.,0.,-0.049,0.059500000000000004,-
2018//8//29,241,05::33:45,18::48:44,12::11:37,9.255,17.63,6.293,5.,-,-,7.11,3.386,4.827,10.,7.3580000000000005,10.,1.466,29.996000000000002,23.909,4.481,59.909,2.694,0.5619027777777778,3.3200000000000003,-,-,11.17,31.61,-0.013600000000000001,0.013300000000000001,-,-,0.,0.,0.,0.,-0.025900000000000003,0.039900000000000005,-
2018//8//30,242,05::34:48,18::47:05,12::11:19,9.195,17.572,6.0760000000000005,5.,-,-,6.797,3.369,4.231,9.999,6.311,10.001,1.846,29.994,22.908,4.656,57.671,2.7800000000000002,0.6963263888888889,2.94,-,-,12.01,28.330000000000002,-0.0148,0.0149,-,-,0.,0.,0.,0.,-0.0325,0.0487,-
2018//8//31,243,05::35:51,18::45:24,12::11:00,9.133000000000001,17.536,6.729,5.,-,-,7.5920000000000005,3.383,5.83,10.001,9.651,10.,0.899,30.002,26.513,4.072,61.806000000000004,2.541,0.6494375,2.81,-,-,10.66,26.89,-0.0284,0.0264,-,-,0.,0.,0.,0.,-0.056400000000000006,0.0639,-
2018//9//1,244,05::36:53,18::43:44,12::10:41,9.071,17.478,6.7330000000000005,5.001,-,-,7.6290000000000004,3.369,5.863,10.,9.896,10.,0.87,30.01,26.378,4.093,61.261,2.563,0.6175208333333333,2.82,-,-,8.08,29.72,-0.0436,0.0443,-,-,0.,0.,0.,0.,-0.0729,0.0787,-
2018//9//2,245,05::37:56,18::42:03,12::10:22,9.009,17.419,6.631,5.,-,-,7.548,3.369,5.673,9.999,9.458,10.,0.9580000000000001,30.002,25.696,4.195,60.832,2.641,0.6247777777777779,2.8000000000000003,-,-,8.85,31.67,-0.0504,0.0371,-,-,0.,0.,0.,0.,-0.0863,0.07490000000000001,-
2018//9//3,246,05::38:59,18::40:20,12::10:02,8.946,17.361,6.551,5.001,-,-,7.4830000000000005,3.369,5.654,10.,9.502,10.,0.897,29.998,25.69,4.183,60.102000000000004,2.547,0.7130416666666667,3.0100000000000002,-,-,9.88,31.060000000000002,-0.0492,0.0366,-,-,0.,0.,0.,0.,-0.08020000000000001,0.0654,-
2018//9//4,247,05::40:01,18::38:38,12::09:42,8.883000000000001,17.325,6.135,5.001,-,-,6.99,3.369,4.743,10.,7.736,10.,1.3920000000000001,30.01,23.359,4.594,56.811,2.716,0.4078819444444445,2.73,-,-,10.51,31.,-0.0471,0.0425,-,-,0.,0.,0.,0.,-0.068,0.06520000000000001,-
2018//9//5,248,05::41:04,18::36:56,12::09:22,8.819,17.267,6.191,5.0120000000000005,-,-,7.093,3.369,4.924,10.024000000000001,8.058,10.017,1.2670000000000001,29.995,23.672,4.492,57.561,2.725,0.5158611111111111,3.35,-,-,11.450000000000001,33.61,-0.042100000000000005,0.0335,-,-,0.,0.,0.,0.,-0.0636,0.059000000000000004,-
2018//9//6,249,05::42:07,18::35:13,12::09:02,8.754,17.209,5.3,5.001,-,-,5.962,3.369,3.053,9.999,4.768,10.,2.247,30.002,18.595,5.525,47.667,2.894,0.43442361111111105,2.81,-,-,12.34,31.560000000000002,-0.035300000000000005,0.0354,-,-,0.,0.,0.,0.,-0.0579,0.0625,-
2018//9//7,250,05::43:09,18::33:28,12::08:42,8.69,17.173000000000002,4.756,5.,-,-,5.218,3.369,1.6560000000000001,10.001,2.6310000000000002,10.,3.1,29.995,15.346,6.641,44.438,2.985,0.3882708333333333,2.54,-,-,11.94,30.67,-0.046400000000000004,0.0454,-,-,0.,0.,0.,0.,-0.0679,0.06620000000000001,-
2018//9//8,251,05::44:12,18::31:45,12::08:21,8.625,17.115000000000002,5.982,5.,-,-,6.841,3.369,4.546,10.001,7.578,9.999,1.435,30.006,22.904,4.535,55.599000000000004,2.747,0.4944305555555555,3.06,-,-,8.42,26.39,-0.0945,0.0753,-,-,0.,0.,0.,0.,-0.1159,0.0936,-
2018//9//9,252,05::45:15,18::30:02,12::08:00,8.559000000000001,17.057,5.957,5.001,-,-,6.862,3.369,4.5760000000000005,10.001,7.792,10.,1.381,29.994,22.962,4.453,56.454,2.6870000000000003,0.5032847222222222,2.81,-,-,8.47,28.11,-0.13290000000000002,0.056,-,-,0.,0.,0.,0.,-0.18080000000000002,0.08660000000000001,-
2018//9//10,253,05::46:18,18::28:17,12::07:39,8.493,16.999,5.774,5.001,-,-,6.655,3.369,4.308,10.001,6.888,10.001,1.465,30.008,22.615000000000002,4.6080000000000005,56.554,2.7680000000000002,0.7591597222222223,2.97,-,-,9.19,25.060000000000002,-0.07400000000000001,0.0345,-,-,0.,0.,0.,0.,-0.1119,0.06760000000000001,-
2018//9//11,254,05::47:20,18::26:31,12::07:18,8.427,16.963,5.093,5.002,-,-,5.604,3.369,2.59,9.999,4.633,10.001,2.503,30.004,18.295,5.41,45.89,2.71,0.6402777777777777,2.97,-,-,10.08,21.72,-0.0611,0.0315,-,-,0.,0.,0.,0.,-0.0994,0.06770000000000001,-
2018//9//12,255,05::48:23,18::24:47,12::06:57,8.36,16.905,5.635,5.002,-,-,6.526,3.369,4.228,10.,6.315,10.001,1.407,30.001,22.602,4.206,57.539,2.694,0.5714305555555556,3.02,-,-,10.34,21.06,-0.0454,0.0407,-,-,0.,0.,0.,0.,-0.0656,0.0594,-
2018//9//13,256,05::49:26,18::23:02,12::06:36,8.293000000000001,16.847,5.769,5.001,-,-,6.672,3.369,4.65,9.999,7.948,10.,1.12,29.997,22.737000000000002,4.238,57.003,2.694,0.4657986111111111,2.49,-,-,8.540000000000001,22.22,-0.06520000000000001,0.043000000000000003,-,-,0.,0.,0.,0.,-0.0911,0.0678,-
2018//9//14,257,05::50:29,18::21:17,12::06:14,8.226,16.789,5.752,5.001,-,-,6.647,3.369,4.297,9.999,7.4110000000000005,10.,1.455,30.009,22.676000000000002,4.3,57.011,2.682,0.5408958333333334,2.66,-,-,5.86,22.72,-0.0659,0.050300000000000004,-,-,0.,0.,0.,0.,-0.0887,0.0687,-
2018//9//15,258,05::51:32,18::19:30,12::05:53,8.158,16.752,5.574,5.001,-,-,6.405,3.369,3.7680000000000002,10.001,6.349,10.,1.805,30.006,21.188,4.703,55.911,2.657,0.5261805555555555,2.94,-,-,5.51,21.39,-0.0799,0.044500000000000005,-,-,0.,0.,0.,0.,-0.11560000000000001,0.0753,-
2018//9//16,259,05::52:35,18::17:45,12::05:31,8.09,16.693,5.949,5.,-,-,6.973,3.369,5.298,10.,9.377,10.001,0.651,29.985,24.392,3.9570000000000003,59.577,2.503,0.4774305555555556,3.06,-,-,4.66,22.11,-0.09970000000000001,0.08080000000000001,-,-,0.,0.,0.,0.,-0.1302,0.094,-
2018//9//17,260,05::53:37,18::16:00,12::05:10,8.022,16.634,5.756,5.001,-,-,6.766,3.369,4.933,9.999,8.623,10.,0.8240000000000001,29.990000000000002,23.423000000000002,4.051,58.054,2.556,0.5748541666666667,3.02,-,-,5.21,23.830000000000002,-0.12190000000000001,0.0604,-,-,0.,0.,0.,0.,-0.1625,0.0854,-
2018//9//18,261,05::54:40,18::14:14,12::04:48,7.953,16.557,5.673,5.,-,-,6.638,3.369,4.823,10.001,8.514,10.001,0.849,30.008,23.096,4.158,56.924,2.563,0.5613472222222222,2.79,-,-,6.99,23.94,-0.1428,0.0784,-,-,0.,0.,0.,0.,-0.1907,0.0922,-
2018//9//19,262,05::55:43,18::12:27,12::04:27,7.884,16.521,5.831,5.001,-,-,6.867,3.369,5.181,9.999,9.268,10.,0.65,30.013,24.172,3.926,58.841,2.5020000000000002,0.6246736111111111,2.82,-,-,4.19,22.22,-0.1258,0.07400000000000001,-,-,0.,0.,0.,0.,-0.1746,0.10010000000000001,-
2018//9//20,263,05::56:46,18::10:42,12::04:06,7.815,16.463,5.7490000000000006,5.,-,-,6.816,3.369,5.164,10.,9.297,9.999,0.584,30.024,23.632,4.009,57.949,2.485,0.3624791666666667,2.63,-,-,4.26,25.5,-0.1371,0.07,-,-,0.,0.,0.,0.,-0.1814,0.08650000000000001,-
2018//9//21,264,05::57:49,18::08:57,12::03:44,7.746,16.405,5.2700000000000005,5.001,-,-,6.239,3.369,3.583,10.,6.383,10.,1.687,29.993000000000002,20.269000000000002,4.634,52.232,2.744,0.3653333333333333,2.69,-,-,6.05,29.,-0.1467,0.0623,-,-,0.,0.,0.,0.,-0.18180000000000002,0.0784,-
2018//9//22,265,05::58:53,18::07:11,12::03:23,7.6770000000000005,16.347,4.066,5.002,-,-,4.546,3.369,1.551,10.003,2.508,10.001,2.515,29.997,12.863,7.244,39.412,3.285,0.7144791666666668,2.94,-,-,8.03,21.72,-0.1405,0.0517,-,-,0.,0.,0.,0.,-0.18580000000000002,0.07970000000000001,-
2018//9//23,266,05::59:56,18::05:24,12::03:02,7.607,16.311,5.652,5.001,-,-,6.712,3.369,4.949,10.,9.02,10.,0.7030000000000001,30.003,23.237000000000002,4.07,57.233000000000004,2.5020000000000002,0.6510763888888889,3.,-,-,7.72,22.,-0.1731,0.0557,-,-,0.,0.,0.,0.,-0.21680000000000002,0.07010000000000001,-
2018//9//24,267,06::01:00,18::03:39,12::02:41,7.538,16.253,5.612,5.001,-,-,6.731,3.369,4.999,10.,9.256,10.,0.613,30.005,22.884,4.0680000000000005,57.029,2.504,0.26427777777777783,1.83,-,-,3.36,24.28,-0.1269,0.0659,-,-,0.,0.,0.,0.,-0.1688,0.0907,-
2018//9//25,268,06::02:04,18::01:55,12::02:21,7.468,16.194,5.582,5.001,-,-,6.756,3.369,4.973,9.999,9.235,9.999,0.609,30.016000000000002,22.45,4.147,55.312,2.56,0.4021944444444445,2.37,-,-,5.0600000000000005,29.67,-0.13340000000000002,0.07400000000000001,-,-,0.,0.,0.,0.,-0.18610000000000002,0.0945,-
2018//9//26,269,06::03:08,18::00:10,12::02:00,7.398000000000001,16.136,5.469,5.001,-,-,6.6450000000000005,3.369,4.875,10.001,9.161,10.,0.594,29.98,21.66,4.261,54.334,2.5260000000000002,0.3465138888888889,2.5500000000000003,-,-,6.22,31.61,-0.19140000000000001,0.0828,-,-,0.,0.,0.,0.,-0.23520000000000002,0.09000000000000001,-
2018//9//27,270,06::04:13,17::58:23,12::01:40,7.328,16.1,5.024,5.001,-,-,6.154,3.369,3.931,10.001,7.203,10.,1.093,30.,18.62,4.921,50.594,2.715,0.19270833333333334,1.8,-,-,8.57,33.22,-0.16540000000000002,0.054200000000000005,-,-,0.,0.,0.,0.,-0.2117,0.0771,-
2018//9//28,271,06::05:18,17::56:39,12::01:19,7.258,16.042,4.203,5.001,-,-,5.01,3.369,2.245,9.999,3.974,10.001,1.958,30.005,14.221,6.535,40.9,2.931,0.13491666666666666,1.53,-,-,8.67,30.,-0.10890000000000001,0.057800000000000004,-,-,0.,0.,0.,0.,-0.13970000000000002,0.0775,-
2018//9//29,272,06::06:23,17::54:56,12::01:00,7.187,15.983,4.147,5.015,-,-,5.117,3.369,3.166,10.025,5.58,10.023,0.981,30.004,15.103,5.418,46.959,2.762,0.4881250000000001,2.58,-,-,9.51,22.17,-0.0655,0.024900000000000002,-,-,0.,0.,0.,0.,-0.1037,0.061200000000000004,-
2018//9//30,273,06::07:28,17::53:12,12::00:40,7.117,15.925,4.388,5.001,-,-,5.1160000000000005,3.369,2.094,9.999,3.633,10.,2.294,30.001,-6.016,0.,47.767,2.8770000000000002,0.30323611111111115,2.21,-,-,9.98,20.68,-0.09910000000000001,0.0509,-,-,0.,0.,0.,0.,-0.1471,0.08170000000000001,-
