MM,HH,measurement:,GHI,GHI,GHI,GHI,GHI_Tilt,GHI_Tilt,GHI_Tilt,GHI_Tilt,DrHI_Calc,DrHI_Calc,DrHI_Calc,DrHI_Calc,DNI,DNI,DNI,DNI,DHI,DHI,DHI,DHI,PV_Power,PV_Power,PV_Power,PV_Power,PV_Power.1,PV_Power.1,PV_Power.1,PV_Power.1,Wind_Speed,Wind_Speed,Wind_Speed,Wind_Speed,TEMPERATURE,TEMPERATURE,TEMPERATURE,TEMPERATURE
10,13,-,406.23,597.64,526.9435,526.78,0.0,787.5,555.705625,674.3050000000001,209.36,477.61,372.801,366.37,331.96,776.04,602.0845,594.405,106.3,196.87,154.14249999999998,154.02499999999998,1907.8,3934.95,3039.4105,3054.315,0.0,11016.8,8424.2315,8830.314999999999,0.48,1.36,0.93,0.95,0.0,19.53,13.545,16.450000000000003
10,14,-,370.75,526.63,466.5265,463.46500000000003,0.0,693.25,489.669375,592.5699999999999,180.09,411.38,323.369,322.6,311.06,725.42,569.4815,557.99,98.49,190.67,143.157,144.055,1705.51,3400.79,2624.8965,2580.6400000000003,0.0,9600.53,7313.085,7654.845,0.57,1.32,0.9565,0.965,0.0,20.53,14.334375,17.564999999999998
10,15,-,299.11,419.91,370.8615,365.13,0.0,574.39,386.47249999999997,453.02,153.3,323.72,252.066,249.035,318.31,690.61,534.4465,516.84,90.15,147.83,118.796,121.005,1203.71,2627.62,1975.679,1902.9299999999998,0.0,7310.19,4975.0525,5147.93,0.58,1.27,0.8955,0.84,0.0,21.26,14.839375,18.295
10,16,-,198.37,276.24,243.079,248.255,0.0,381.09,252.240625,309.70500000000004,93.22,206.06,156.18,161.015,274.69,610.77,460.313,458.735,66.53,111.93,86.8985,87.44999999999999,659.04,1503.54,1062.4615000000001,1021.685,0.0,2996.15,1667.5675,1624.855,0.42,1.07,0.7535000000000001,0.715,0.0,21.56,14.974375,18.395000000000003
10,17,-,56.18,99.51,79.8145,80.5,0.0,113.62,58.0825,64.86,14.67,62.73,37.4735,36.730000000000004,58.52,281.94,162.3675,158.94,34.01,48.96,42.341499999999996,42.71,-62.12,236.43,85.03,75.62,0.0,262.89,140.7325,151.8,0.31,0.8,0.532,0.52,0.0,20.59,14.128125,17.34
10,18,-,5.26,9.65,7.2845,7.33,0.0,7.85,5.374375,6.27,0.0,2.37,0.2275,0.07,0.0,7.77,1.7475,1.585,5.25,8.54,7.0465,7.25,-270.42,-240.44,-250.7095,-249.06,0.0,5.84,1.461,1.145,0.15,0.6,0.3605,0.32,0.0,18.11,12.176874999999999,14.73
10,19,-,-0.09,0.44,0.0465,0.01,0.0,0.01,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.4,0.0335,0.01,-273.7,-241.37,-254.0575,-252.35500000000002,0.0,0.0,0.0,0.0,0.14,0.69,0.316,0.28,0.0,16.0,10.755625,12.82
10,20,-,-0.07,0.25,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.19,0.0045000000000000005,0.0,-275.82,-243.7,-255.918,-254.32999999999998,0.0,0.0,0.0,0.0,0.13,0.72,0.3145,0.29000000000000004,0.0,14.73,9.803125,11.665
10,21,-,-0.04,0.1,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.06,-0.0045000000000000005,0.0,-275.23,-246.22,-255.5885,-253.875,0.0,0.01,0.0005,0.0,0.09,0.59,0.276,0.26,0.0,13.56,9.0025,10.525
10,22,-,-0.03,0.01,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,-0.006500000000000001,0.0,-274.23,-245.4,-255.767,-253.51,0.0,0.0,0.0,0.0,0.07,0.48,0.2375,0.225,0.0,12.61,8.313125,9.61
10,23,-,-0.04,0.01,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,-0.006,0.0,-273.32,-246.05,-255.1825,-253.36,0.0,0.0,0.0,0.0,0.02,0.52,0.228,0.2,0.0,11.88,7.755625,8.850000000000001
10,24,-,-0.06,0.01,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.01,-0.005,0.0,-273.19,-245.36,-254.962,-253.175,0.0,0.0,0.0,0.0,0.07,0.48,0.2175,0.195,0.0,11.17,7.31125,8.34
11,01,-,-0.01,0.04,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.04,-0.0005,0.0,-273.54,-205.92,-250.9675,-249.95499999999998,0.0,0.0,0.0,0.0,0.08,1.05,0.41350000000000003,0.365,0.0,7.61,4.518125,5.13
11,02,-,-0.01,0.03,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.03,-0.001,0.0,-272.84,-209.15,-251.485,-250.555,0.0,0.0,0.0,0.0,0.09,1.03,0.4,0.355,0.0,7.16,4.2924999999999995,5.055
11,03,-,-0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.0025,0.0,-272.49,-208.65,-251.1675,-252.475,0.0,0.0,0.0,0.0,0.1,1.05,0.381,0.29500000000000004,0.0,6.69,4.09375,4.88
11,04,-,-0.01,0.02,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.0025,0.0,-271.21,-207.58,-249.971,-249.94,0.0,0.0,0.0,0.0,0.07,1.03,0.365,0.28500000000000003,0.0,6.47,3.928125,4.645
11,05,-,-0.05,0.03,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.01,-0.004,0.0,-267.85,-205.08,-248.48250000000002,-248.07999999999998,0.0,0.0,0.0,0.0,0.09,1.01,0.372,0.33499999999999996,0.0,6.41,3.840625,4.505
11,06,-,-0.02,0.03,-0.0005000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.01,-0.0025,0.0,-268.75,-207.23,-247.984,-248.36,0.0,0.0,0.0,0.0,0.09,0.74,0.345,0.37,0.0,6.33,3.72375,4.47
11,07,-,0.31,1.09,0.549,0.53,0.0,0.72,0.43,0.51,0.0,0.0,0.0,0.0,0.0,0.47,0.0665,0.005,0.3,1.08,0.541,0.525,-267.39,-205.64,-247.1565,-248.33999999999997,0.0,0.0,0.0,0.0,0.09,0.75,0.3625,0.385,0.0,6.18,3.645625,4.244999999999999
11,08,-,19.34,42.01,29.3545,28.415,0.0,42.17,24.5125,26.535,4.01,18.31,9.306,7.665,30.86,146.96,76.7595,62.665000000000006,15.33,23.7,20.046,19.925,-238.93,-125.63,-202.8885,-209.175,2.6,230.9,122.9685,123.24000000000001,0.11,0.92,0.398,0.37,0.0,6.65,3.871875,4.49
11,09,-,77.46,165.51,116.969,113.755,0.0,223.73,117.676875,128.19,19.23,96.59,50.3165,48.959999999999994,76.31,405.07,213.726,190.56,53.28,84.25,66.6525,66.86,-11.08,832.23,387.2205,365.91499999999996,163.46,2233.9,1294.128,1336.28,0.1,1.04,0.4685,0.46499999999999997,0.0,7.96,4.7875,5.515
11,10,-,159.48,283.92,215.01749999999998,214.28,0.0,372.39,224.125,245.60500000000002,48.91,187.72,103.084,100.26,134.94,527.15,288.15749999999997,277.19,95.95,132.69,111.9345,111.145,352.82,1765.05,1114.948,1158.84,734.2,5081.83,3303.9925,3394.545,0.26,1.16,0.6225,0.5549999999999999,0.0,9.2,5.654375,6.5600000000000005
11,11,-,221.14,369.02,298.858,304.33000000000004,0.0,502.27,314.269375,347.40999999999997,75.23,245.62,154.0975,159.445,164.04,557.87,348.33,361.29999999999995,123.2,164.43,144.7585,144.445,746.31,2447.28,1711.58,1775.085,1158.99,7180.65,4913.376,5238.51,0.39,1.31,0.763,0.6699999999999999,0.0,10.61,6.584375,7.735
11,12,-,252.21,403.51,344.8205,356.86,0.0,574.25,368.040625,409.58000000000004,100.01,276.61,187.497,199.26,204.44,570.72,386.0425,411.98,126.86,186.84,157.3205,159.75,902.34,2837.37,2029.971,2127.0699999999997,1514.31,8233.52,5778.393,5953.5,0.48,1.47,0.8695,0.8300000000000001,0.0,11.69,7.440625,8.66
11,13,-,251.36,410.5,343.765,346.79,0.0,562.79,367.7375,427.83500000000004,99.48,270.89,189.279,192.935,205.37,553.09,392.7395,404.38,126.14,183.04,154.4865,153.33499999999998,799.99,2753.04,1998.5964999999999,2114.9049999999997,1687.68,7999.29,5698.0835,5744.355,0.46,1.58,0.9225,0.825,0.0,12.41,8.079375,9.399999999999999
11,14,-,214.58,345.5,291.187,299.16499999999996,0.0,469.68,310.913125,367.62,64.0,240.6,157.192,164.48,150.87,546.35,363.97,385.08,104.89,156.14,133.99450000000002,134.845,440.24,1989.15,1507.9225,1621.81,1311.61,6358.38,4590.6325,4667.84,0.38,1.77,0.904,0.855,0.0,13.19,8.57375,9.705
11,15,-,145.58,250.14,211.323,217.26,0.0,352.95,227.56687499999998,266.53999999999996,32.93,171.24,110.2925,120.055,96.34,494.89,324.7915,354.45500000000004,78.91,129.42,101.0305,102.43,96.96,1188.78,815.5075,805.115,801.52,3860.73,2712.227,2779.99,0.3,1.67,0.8155,0.785,0.0,13.5,8.8325,9.92
11,16,-,68.49,121.53,99.4205,100.155,0.0,172.45,104.82374999999999,128.015,14.44,71.59,41.5915,41.365,63.99,296.16,176.217,172.265,48.32,67.4,57.829,58.39,-177.68,297.36,84.243,96.67500000000001,149.57,969.91,622.652,631.01,0.19,1.47,0.6425,0.615,0.0,13.25,8.6125,9.58
11,17,-,12.15,19.37,14.922,14.82,0.0,19.88,12.045625,13.55,0.0,0.08,0.014,0.0,0.0,4.54,0.781,0.21500000000000002,12.14,19.36,14.902,14.805,-264.85,-207.44,-241.685,-239.62,0.07,24.82,10.0315,7.77,0.2,1.45,0.514,0.42,0.0,11.89,7.565,8.555
11,18,-,0.03,0.3,0.161,0.165,0.0,0.21,0.10250000000000001,0.11,0.0,0.0,0.0,0.0,0.0,0.17,0.009000000000000001,0.0,0.02,0.24,0.149,0.14500000000000002,-273.75,-214.92,-251.5585,-252.375,0.0,0.0,0.0,0.0,0.16,1.1,0.40700000000000003,0.355,0.0,10.57,6.6850000000000005,7.699999999999999
11,19,-,-0.09,0.07,-0.003999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.04,-0.009,0.0,-275.31,-216.48,-252.851,-254.68,0.0,0.0,0.0,0.0,0.13,1.12,0.421,0.375,0.0,9.63,6.068125,6.77
11,20,-,-0.05,0.02,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.01,-0.0075,0.0,-275.3,-216.53,-253.64,-255.25,0.0,0.0,0.0,0.0,0.08,1.07,0.4245,0.4,0.0,9.14,5.635625,6.3149999999999995
11,21,-,-0.03,0.01,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.01,-0.005,0.0,-275.55,-217.17,-252.8855,-254.16,0.0,0.0,0.0,0.0,0.07,1.1,0.4385,0.44,0.0,8.77,5.351875,5.859999999999999
11,22,-,-0.01,0.01,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.01,-0.003,0.0,-274.95,-208.29,-252.547,-252.805,0.0,0.0,0.0,0.0,0.08,1.04,0.4325,0.405,0.0,8.43,5.07875,5.505000000000001
11,23,-,-0.0,0.04,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.03,-0.0005000000000000001,0.0,-274.36,-207.11,-252.05450000000002,-251.965,0.0,0.0,0.0,0.0,0.09,1.22,0.431,0.35,0.0,8.08,4.7725,5.18
11,24,-,-0.01,0.11,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.11,0.0035,0.0,-273.56,-207.7,-251.6625,-250.82,0.0,0.0,0.0,0.0,0.05,1.17,0.4225,0.3,0.0,7.91,4.55875,4.84
12,01,-,-0.01,0.02,0.0005,0.0,0.0,0.01,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.02,-0.003,0.0,-269.73,-163.03,-240.9815,-249.285,0.0,0.0,0.0,0.0,0.12,1.32,0.641,0.545,0.0,5.89,2.56125,2.315
12,02,-,-0.01,0.0,-0.0015,0.0,-0.02,0.0,-0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,-0.0035,0.0,-270.02,-163.2,-240.709,-249.07999999999998,0.0,0.0,0.0,0.0,0.1,1.29,0.614,0.53,-0.17,5.66,2.4050000000000002,2.185
12,03,-,-0.01,0.01,-0.0005,0.0,-0.02,0.0,-0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,-0.003,0.0,-269.41,-162.85,-239.687,-248.845,0.0,0.0,0.0,0.0,0.12,1.41,0.5985,0.56,-0.39,5.31,2.2725,2.1950000000000003
12,04,-,-0.01,0.01,0.001,0.0,-0.02,0.0,-0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,-0.003,0.0,-268.21,-162.62,-237.9915,-247.345,0.0,0.0,0.0,0.0,0.11,1.34,0.58,0.575,-0.75,5.37,2.14875,2.145
12,05,-,-0.01,0.04,0.0025,0.0,-0.02,0.0,-0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.04,-0.001,0.0,-265.87,-159.08,-236.2565,-245.68,0.0,0.0,0.0,0.0,0.15,1.25,0.576,0.585,-1.07,5.34,2.0675,2.045
12,06,-,-0.01,0.03,0.0015,0.0,-0.02,0.0,-0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.03,-0.002,0.0,-265.61,-158.33,-236.3305,-244.685,0.0,0.0,0.0,0.0,0.13,1.31,0.5815,0.575,-1.47,5.17,1.935,1.92
12,07,-,-0.01,0.03,0.0025,0.0,-0.01,0.0,-0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.03,-0.001,0.0,-264.22,-157.4,-235.0355,-244.575,0.0,0.0,0.0,0.0,0.08,1.22,0.5835,0.655,-1.68,5.37,1.86375,1.8450000000000002
12,08,-,2.25,7.1,4.8934999999999995,4.79,0.0,6.68,4.18125,4.800000000000001,0.02,1.28,0.4585,0.35,0.39,17.06,6.8709999999999996,5.43,2.15,5.96,4.4365,4.575,-261.92,-156.87,-235.27,-244.89,0.0,9.51,2.4715,1.22,0.08,1.18,0.5775,0.6,-1.36,5.33,1.81125,1.83
12,09,-,27.71,87.57,57.6815,56.239999999999995,0.0,145.87,68.35125000000001,71.27000000000001,5.16,46.09,19.193,16.95,35.68,311.48,127.3985,111.9,22.55,45.42,38.585,40.665,-241.57,254.78,-27.2755,-32.95,197.15,1019.38,462.4645,450.995,0.06,1.3,0.6005,0.5800000000000001,-0.37,5.75,2.246875,2.2199999999999998
12,10,-,76.09,187.64,136.583,140.24,0.0,297.61,158.005625,168.355,21.3,103.4,54.406,50.644999999999996,76.73,386.52,201.4685,188.46,49.07,97.35,82.26650000000001,84.82499999999999,-243.59,1205.37,508.591,562.96,775.93,3507.96,1938.1335,1989.385,0.2,1.54,0.7535000000000001,0.725,0.0,7.25,3.12125,3.175
12,11,-,116.47,272.72,211.50300000000001,222.79000000000002,0.0,421.59,246.99625,266.38,42.2,166.14,94.584,94.99000000000001,117.09,459.11,262.60699999999997,264.89,71.94,143.09,117.013,121.19999999999999,-245.18,1914.85,1011.0605,1127.365,1607.83,5697.66,3557.7305,3658.3050000000003,0.29,1.77,0.953,1.02,0.0,8.68,4.0075,4.005
12,12,-,140.96,337.85,251.5375,251.875,0.0,510.69,293.198125,316.45500000000004,34.28,200.88,114.2255,114.405,82.86,491.77,279.1665,280.655,82.07,163.38,137.4135,143.66,-247.19,2402.92,1260.823,1407.815,1956.0,6976.19,4312.879,4364.225,0.39,1.89,1.074,1.165,0.0,9.37,4.7275,4.8100000000000005
12,13,-,155.1,344.82,258.564,268.725,0.0,526.02,296.389375,308.055,49.02,223.35,120.595,115.07,117.36,538.44,290.959,279.33000000000004,82.86,172.39,137.9725,137.905,-247.17,2452.24,1291.214,1319.57,2355.4,7166.37,4401.451,4325.59,0.47,1.82,1.146,1.17,0.0,9.78,5.2543750000000005,5.275
12,14,-,140.54,314.95,229.705,228.19,0.0,491.5,265.7,273.19,37.2,216.51,109.7075,101.61,98.91,578.35,293.341,273.02,70.89,151.15,119.9965,122.67,-243.93,1581.53,983.9985,948.915,1836.78,6135.47,3767.065,3625.5699999999997,0.4,1.72,1.1340000000000001,1.17,0.0,9.97,5.6375,5.885
12,15,-,96.29,226.93,161.76,160.76999999999998,0.0,361.41,187.788125,190.53500000000003,28.66,145.57,72.08,72.775,98.36,503.59,247.0265,250.01,46.34,110.2,89.68,89.605,-245.44,885.22,359.016,381.715,1263.41,3386.75,2146.2285,2179.48,0.35,1.77,1.082,1.105,0.0,9.95,5.820625,6.25
12,16,-,42.62,81.16,63.979,62.325,0.0,122.92,69.38375,68.72,6.16,37.93,17.7465,17.065,29.0,184.89,85.9815,83.245,26.18,53.6,46.2325,47.5,-245.93,45.82,-100.459,-100.87,252.79,587.11,417.7445,400.375,0.25,1.53,0.9095,0.89,0.0,9.33,5.5875,5.945
12,17,-,5.99,11.59,9.311,9.335,0.0,10.74,7.601875,8.190000000000001,0.0,0.51,0.038,0.01,0.0,4.14,0.891,0.35,5.98,11.58,9.2655,9.32,-262.83,-162.86,-239.9595,-246.15,0.0,8.97,2.1985,1.7850000000000001,0.18,1.43,0.7955,0.8500000000000001,0.0,8.36,4.863125,4.93
12,18,-,-0.03,0.11,0.015,0.01,0.0,0.08,0.006875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.09,0.0085,0.0,-269.77,-165.29,-242.49,-251.345,0.0,0.0,0.0,0.0,0.13,1.39,0.725,0.77,0.0,7.65,4.19,4.33
12,19,-,-0.02,0.04,0.0025,0.0,0.0,0.04,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.03,-0.004,0.0,-271.65,-165.19,-243.441,-253.235,0.0,0.0,0.0,0.0,0.09,1.41,0.7185,0.74,0.0,7.21,3.788125,3.695
12,20,-,-0.01,0.02,0.0,0.0,0.0,0.02,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.01,-0.0045,0.0,-272.87,-165.91,-244.046,-253.31,0.0,0.0,0.0,0.0,0.16,1.41,0.7395,0.745,0.0,6.93,3.526875,3.35
12,21,-,-0.02,0.01,-0.0015,0.0,0.0,0.01,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,-0.005,0.0,-270.91,-164.74,-243.3545,-252.485,0.0,0.0,0.0,0.0,0.13,1.51,0.7155,0.7050000000000001,0.0,6.68,3.311875,3.04
12,22,-,-0.01,0.0,-0.0005,0.0,0.0,0.02,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,-0.0035,0.0,-272.07,-164.42,-242.298,-251.975,0.0,0.0,0.0,0.0,0.09,1.55,0.7205,0.62,0.0,6.15,3.09,2.865
12,23,-,-0.01,0.0,-0.0005,0.0,0.0,0.02,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,-0.004,0.0,-270.94,-164.47,-241.7595,-250.62,0.0,0.0,0.0,0.0,0.08,1.55,0.6845,0.605,0.0,6.0,2.91375,2.625
12,24,-,-0.01,0.01,-0.0005,0.0,0.0,0.01,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,-0.004,0.0,-271.31,-164.55,-241.681,-250.10500000000002,0.0,0.0,0.0,0.0,0.12,1.45,0.681,0.64,0.0,5.82,2.73875,2.505
